slang,translationID,translationEN,contextID,contextEN,exampleID,exampleEN,sentiment
giitu,begitu,like that,Digunakan untuk mengekspresikan kesepakatan atau penegasan dengan sesuatu yang telah disebutkan sebelumnya.,Used to express agreement or affirmation with something that has been mentioned earlier.,"Kalau kita mau pergi, ya giitu aja.","If we want to go, just like that.",neutral
mtanya,matanya,his/her eyes,"Merupakan pengucapan yang lebih santai atau tidak formal dari 'matanya', sering digunakan dalam percakapan sehari-hari di kalangan anak muda.","A more casual or informal way of saying 'his/her eyes,' often used in everyday conversations among young people.",Mtanya bikin aku jatuh cinta.,His/her eyes make me fall in love.,positive
cpit,sipit,slanted eyes,"Istilah ini digunakan untuk menggambarkan seseorang dengan mata sipit, sering kali dalam konteks fisik atau penampilan.","This term is used to describe someone with slanted eyes, often in the context of physical appearance.",Dia punya cpit yang bikin wajahnya unik.,She has slanted eyes that make her face unique.,neutral
dee,dek,little brother/sister,"Digunakan sebagai panggilan akrab atau sayang terhadap orang yang lebih muda, sering digunakan di antara teman atau saudara.","Used as a term of endearment or affection for a younger person, often among friends or siblings.","Ayo, dee, ikut main bola sama kita!","Come on, little sibling, join us for a soccer game!",positive
sumvahh,sumpah,I swear,"Digunakan untuk menekankan kejujuran atau kesungguhan dalam pernyataan, sering kali dengan nada emosional yang kuat.","Used to emphasize honesty or seriousness in a statement, often with a strong emotional tone.","Sumvahh, gue beneran gak bohong!","I swear, I'm not lying!",positive
tamvann,tampan,handsome,"Digunakan untuk menggambarkan seseorang yang memiliki penampilan menarik, biasanya dalam konteks santai atau akrab.","Used to describe someone who has an attractive appearance, often in a casual or friendly context.","Dia benar-benar tamvann, bikin semua orang terpikat.","He's really handsome, making everyone captivated.",positive
guaaaaaaa,gua,I,"Variasi dari kata 'gua' yang mengekspresikan keakraban atau emosi yang kuat, sering digunakan dalam percakapan santai.","A variation of the word 'gua' that expresses familiarity or strong emotions, often used in casual conversations.","Guaaaaaaa, itu seru banget!","Iiiii, that was so much fun!",positive
capa,sapa,greet,"Digunakan dalam konteks santai atau informal untuk menyapa seseorang, biasanya di kalangan teman dekat atau akrab.","Used in a casual or informal context to greet someone, typically among close friends or acquaintances.","Capa, bro? Udah lama gak ketemu!","Hey, what's up, bro? Long time no see!",positive
ngakakkk,mengakak,laughing heartily,"Digunakan untuk mengekspresikan tawa yang sangat keras atau tidak terkontrol, sering kali dalam konteks yang lucu atau menghibur.","Used to express loud or uncontrollable laughter, often in a humorous or entertaining context.",Dia bercerita tentang kejadian lucu itu dan semua orang langsung ngakakkk.,He told the funny story and everyone just burst out laughing.,positive
liaat,lihat,look,"Digunakan dalam percakapan santai, biasanya untuk menarik perhatian seseorang agar melihat sesuatu.","Used in casual conversation, typically to draw someone's attention to look at something.",Liaat deh baju baru aku!,Look at my new clothes!,positive
gantweng,ganteng,handsome,"Digunakan dalam konteks informal untuk menyebut seseorang yang menarik secara fisik, biasanya dengan nada positif dan santai.","Used in an informal context to refer to someone who is physically attractive, usually with a positive and casual tone.","Dia tuh gantweng banget, bikin banyak cewek jatuh hati.","He's so handsome, it makes a lot of girls fall in love.",positive
anjjjjjjjj,anjing,dog,"Slang ini digunakan sebagai ungkapan kemarahan, kejengkelan, atau frustrasi terhadap situasi atau orang lain. Panjangnya huruf 'j' menekankan emosi yang lebih kuat.","This slang is used as an expression of anger, annoyance, or frustration towards a situation or another person. The extended 'j' emphasizes a stronger emotion.","Anjjjjjjj, kok bisa sih dia ngelakuin itu?","Damn, how could he do that?",negative
gakwad,enggak kuat,not strong,"Digunakan untuk menyatakan seseorang atau sesuatu yang tidak memiliki kekuatan atau daya tahan, baik secara fisik maupun mental.","Used to express that someone or something lacks strength or resilience, either physically or mentally.","Aku gakwad banget hari ini, rasanya lemes.","I'm really not strong today, I feel weak.",negative
seru2,seru-seru,exciting / fun,"Digunakan untuk menggambarkan sesuatu yang menarik atau menyenangkan, sering kali dalam konteks kegiatan sosial atau hiburan.","Used to describe something exciting or fun, often in the context of social activities or entertainment.",Ayo kita seru2 di taman malam ini!,Let's have some fun at the park tonight!,positive
iniii,ini,this,"Digunakan untuk mengekspresikan penekanan atau keakraban, sering kali dalam konteks percakapan santai atau tidak formal.","Used to express emphasis or familiarity, often in informal or casual conversation contexts.",Iniii dia yang aku ceritakan kemarin.,This is the one I told you about yesterday.,positive
favoriteeee,favorit,favorite,"Digunakan untuk mengekspresikan sesuatu yang sangat disukai, sering kali dengan penekanan emosional yang kuat.","Used to express something that is greatly liked, often with a strong emotional emphasis.",Kue coklat ini adalah favoriteeee aku!,This chocolate cake is my favoriteeee!,positive
adaa,ada,exists,"Digunakan dalam konteks santai atau informal untuk menunjukkan keberadaan sesuatu, sering kali dengan nada ceria atau santai.","Used in a casual or informal context to indicate the existence of something, often with a cheerful or relaxed tone.","Adaa, ada makanan enak di meja!","Hey, there's delicious food on the table!",positive
dinyanyiin,dinyanyikan,sung to,"Digunakan dalam konteks ketika seseorang dinyanyikan lagu oleh orang lain, sering kali dengan nuansa yang lebih santai atau akrab.","Used in contexts where someone is sung to by another person, often with a more casual or intimate tone.","Dia suka banget kalau malam sebelum tidur, diajak dinyanyiin lagu-lagu lullaby.","She really loves it when, before going to sleep, she's sung to with lullabies.",positive
seruu,seru,exciting,"Digunakan untuk menggambarkan sesuatu yang menyenangkan atau menarik, sering kali dalam konteks kegiatan sosial atau hiburan.","Used to describe something enjoyable or interesting, often in the context of social activities or entertainment.",Acara konser tadi malam benar-benar seruu!,The concert last night was really exciting!,positive
nyengir,menyengir,to grin,"Digunakan untuk menggambarkan ekspresi wajah yang menunjukkan kebahagiaan atau kepuasan, biasanya dengan menunjukkan gigi.","Used to describe a facial expression that indicates happiness or satisfaction, typically by showing teeth.",Dia nyengir melihat hadiah ulang tahunnya.,He grinned at the sight of his birthday gift.,positive
temennya,temannya,friend of friend,"Digunakan dalam konteks akrab untuk merujuk pada teman seseorang, sering kali dalam percakapan santai.","Used in a casual context to refer to someone's friend, often in informal conversations.",Temennya datang ke rumahku kemarin.,His friend came to my house yesterday.,positive
klk,kelak,later,Digunakan dalam percakapan santai untuk menunjukkan rencana atau harapan yang akan terjadi di masa depan.,Used in casual conversations to indicate a plan or hope that will happen in the future.,Kita ketemu lagi klk ya.,"We'll meet again later, okay?",neutral
brjdh,berjodoh,to be matched or destined to be together,"Digunakan untuk merujuk pada dua orang yang dianggap cocok untuk satu sama lain, sering kali dalam konteks hubungan romantis.","Used to refer to two people who are deemed suitable for each other, often in the context of romantic relationships.","Mereka berdua memang brjdh, cocok banget.","They are truly meant for each other, a perfect match.",positive
akhrt,akhirat,afterlife,"Digunakan dalam konteks spiritual atau agama, mengacu pada kehidupan setelah kematian. Sering dipakai dalam diskusi tentang moralitas dan konsekuensi tindakan di dunia ini.","Used in spiritual or religious contexts, referring to life after death. Often employed in discussions about morality and the consequences of actions in this world.","Jangan lupa berbuat baik, karena semuanya akan dipertanggungjawabkan di akhrt.","Don't forget to do good deeds, because everything will be accounted for in the afterlife.",neutral
kangennnnn,kangen,miss / long for,"Digunakan untuk mengekspresikan rasa rindu yang mendalam terhadap seseorang atau sesuatu, biasanya dalam suasana emosional.","Used to express a deep longing for someone or something, typically in an emotional context.",Aku kangennnnn kamu!,I missss you!,positive
kanggen,kangen,missing / longing,"Digunakan untuk menyatakan perasaan rindu atau kerinduan terhadap seseorang atau sesuatu, biasanya dalam konteks emosional dan personal.","Used to express feelings of missing or longing for someone or something, typically in an emotional and personal context.",Aku kanggen sama kamu deh.,I miss you so much.,positive
kangennnnnnn,kangen,miss / longing,"Digunakan untuk mengekspresikan rasa rindu yang sangat kuat, sering kali dalam konteks emosional atau situasi yang menyentuh.","Used to express a very strong feeling of longing, often in emotional contexts or touching situations.",Aku kangennnnnnn sama kamu!,I miss you so much!,positive
ysh,ya,yes,Digunakan dalam percakapan santai untuk menyatakan persetujuan atau konfirmasi secara informal.,Used in casual conversations to express agreement or confirmation in an informal way.,"Ysh, aku setuju dengan pendapatmu.","Yes, I agree with your opinion.",positive
sypa,siapa,who,"Digunakan dalam percakapan santai atau nonformal, terutama di kalangan anak muda, untuk menanyakan identitas seseorang.","Used in casual or informal conversations, especially among young people, to ask about someone's identity.",Sypa yang datang ke acara tadi malam?,Who's the one who came to the event last night?,neutral
nangisss,menangis,to cry,"Digunakan dalam situasi emosional, baik ketika seseorang merasa sedih, frustrasi, atau bahkan bahagia. Penekanan pada bunyi 'ss' menunjukkan intensitas perasaan.","Used in emotional situations, whether someone feels sad, frustrated, or even happy. The emphasis on the 'ss' sound indicates the intensity of the feeling.",Dia nangisss setelah menonton film sedih itu.,She cried after watching that sad movie.,negative
brjodoh,berjodoh,destined to be together,"Digunakan untuk merujuk pada pasangan yang dianggap ditakdirkan untuk bersama, sering kali dengan nuansa romantis atau harapan.","Used to refer to couples who are seen as destined to be together, often with a romantic or hopeful nuance.","Mereka memang brjodoh, terlihat begitu serasi.",They are truly destined to be together; they look so in sync.,positive
